Iterations [0/25500], Train Loss: 1.001415, Validation Loss: 1.000758
Iterations [3900/25500], Train Loss: 0.427935, Validation Loss: 0.400959
Iterations [3910/25500], Train Loss: 0.421853, Validation Loss: 0.381755
Iterations [3920/25500], Train Loss: 0.416065, Validation Loss: 0.401669
Iterations [3930/25500], Train Loss: 0.398541, Validation Loss: 0.397775
Iterations [3940/25500], Train Loss: 0.397169, Validation Loss: 0.396035
Iterations [3950/25500], Train Loss: 0.386237, Validation Loss: 0.387296
Iterations [3960/25500], Train Loss: 0.430357, Validation Loss: 0.382114
Iterations [3970/25500], Train Loss: 0.379597, Validation Loss: 0.386321
Iterations [3980/25500], Train Loss: 0.391627, Validation Loss: 0.369845
Iterations [3990/25500], Train Loss: 0.396985, Validation Loss: 0.373960
Iterations [4000/25500], Train Loss: 0.375716, Validation Loss: 0.392184
Iterations [4010/25500], Train Loss: 0.388496, Validation Loss: 0.385451
Iterations [4020/25500], Train Loss: 0.417005, Validation Loss: 0.397919
Iterations [4030/25500], Train Loss: 0.371455, Validation Loss: 0.387429
Iterations [4040/25500], Train Loss: 0.393019, Validation Loss: 0.376315
Iterations [4050/25500], Train Loss: 0.377215, Validation Loss: 0.378883
Iterations [4060/25500], Train Loss: 0.386741, Validation Loss: 0.378419
Iterations [4070/25500], Train Loss: 0.361781, Validation Loss: 0.370337
Iterations [4080/25500], Train Loss: 0.383634, Validation Loss: 0.406392
Iterations [4090/25500], Train Loss: 0.386762, Validation Loss: 0.383010
Iterations [4100/25500], Train Loss: 0.386017, Validation Loss: 0.388154
Iterations [4110/25500], Train Loss: 0.379569, Validation Loss: 0.376204
Iterations [4120/25500], Train Loss: 0.369871, Validation Loss: 0.403634
Iterations [4130/25500], Train Loss: 0.384496, Validation Loss: 0.402870
Iterations [4140/25500], Train Loss: 0.379135, Validation Loss: 0.383049
Iterations [4150/25500], Train Loss: 0.369733, Validation Loss: 0.387188
Iterations [4160/25500], Train Loss: 0.371458, Validation Loss: 0.378719
Iterations [4170/25500], Train Loss: 0.378727, Validation Loss: 0.382733
Iterations [4180/25500], Train Loss: 0.376160, Validation Loss: 0.393911
Iterations [4190/25500], Train Loss: 0.374344, Validation Loss: 0.377435
Iterations [4200/25500], Train Loss: 0.369088, Validation Loss: 0.371593
Iterations [4210/25500], Train Loss: 0.373606, Validation Loss: 0.366136
Iterations [4220/25500], Train Loss: 0.389444, Validation Loss: 0.382030
Iterations [4230/25500], Train Loss: 0.374156, Validation Loss: 0.372733
Iterations [4240/25500], Train Loss: 0.370118, Validation Loss: 0.375497
Iterations [4250/25500], Train Loss: 0.369987, Validation Loss: 0.384180
Iterations [4260/25500], Train Loss: 0.376521, Validation Loss: 0.373122
Iterations [4270/25500], Train Loss: 0.382503, Validation Loss: 0.359828
Iterations [4280/25500], Train Loss: 0.372281, Validation Loss: 0.355570
Iterations [4290/25500], Train Loss: 0.378093, Validation Loss: 0.376603
Iterations [4300/25500], Train Loss: 0.353230, Validation Loss: 0.347561
Iterations [4310/25500], Train Loss: 0.362091, Validation Loss: 0.372285
Iterations [4320/25500], Train Loss: 0.354295, Validation Loss: 0.371245
Iterations [4330/25500], Train Loss: 0.363701, Validation Loss: 0.370339
Iterations [4340/25500], Train Loss: 0.380709, Validation Loss: 0.346744
Iterations [4350/25500], Train Loss: 0.368380, Validation Loss: 0.365257
Iterations [4360/25500], Train Loss: 0.358230, Validation Loss: 0.361565
Iterations [4370/25500], Train Loss: 0.355411, Validation Loss: 0.382138
Iterations [4380/25500], Train Loss: 0.358621, Validation Loss: 0.371159
Iterations [4390/25500], Train Loss: 0.358307, Validation Loss: 0.363386
Iterations [4400/25500], Train Loss: 0.350786, Validation Loss: 0.367416
Iterations [4410/25500], Train Loss: 0.337889, Validation Loss: 0.351535
Iterations [4420/25500], Train Loss: 0.347032, Validation Loss: 0.350440
Iterations [4430/25500], Train Loss: 0.336034, Validation Loss: 0.362710
Iterations [4440/25500], Train Loss: 0.339412, Validation Loss: 0.355315
Iterations [4450/25500], Train Loss: 0.360995, Validation Loss: 0.358126
Iterations [4460/25500], Train Loss: 0.359156, Validation Loss: 0.349228
Iterations [4470/25500], Train Loss: 0.362697, Validation Loss: 0.350997
Iterations [4480/25500], Train Loss: 0.353804, Validation Loss: 0.374039
Iterations [4490/25500], Train Loss: 0.340527, Validation Loss: 0.342810
Iterations [4500/25500], Train Loss: 0.338930, Validation Loss: 0.344256
Iterations [4510/25500], Train Loss: 0.352512, Validation Loss: 0.348685
Iterations [4520/25500], Train Loss: 0.357103, Validation Loss: 0.350136
Iterations [4530/25500], Train Loss: 0.354243, Validation Loss: 0.367726
Iterations [4540/25500], Train Loss: 0.332864, Validation Loss: 0.327835
Iterations [4550/25500], Train Loss: 0.339793, Validation Loss: 0.323498
Iterations [4560/25500], Train Loss: 0.361693, Validation Loss: 0.337547
Iterations [4570/25500], Train Loss: 0.352964, Validation Loss: 0.336428
Iterations [4580/25500], Train Loss: 0.327771, Validation Loss: 0.337337
Iterations [4590/25500], Train Loss: 0.323822, Validation Loss: 0.334642
Iterations [4600/25500], Train Loss: 0.354039, Validation Loss: 0.352593
Iterations [4610/25500], Train Loss: 0.352222, Validation Loss: 0.368909
Iterations [4620/25500], Train Loss: 0.339628, Validation Loss: 0.333466
Iterations [4630/25500], Train Loss: 0.327351, Validation Loss: 0.349525
Iterations [4640/25500], Train Loss: 0.320280, Validation Loss: 0.318708
Iterations [4650/25500], Train Loss: 0.331287, Validation Loss: 0.335555
Iterations [4660/25500], Train Loss: 0.352554, Validation Loss: 0.333377
Iterations [4670/25500], Train Loss: 0.340189, Validation Loss: 0.341463
Iterations [4680/25500], Train Loss: 0.315287, Validation Loss: 0.337788
Iterations [4690/25500], Train Loss: 0.329725, Validation Loss: 0.343607
Iterations [4700/25500], Train Loss: 0.305553, Validation Loss: 0.323230
Iterations [4710/25500], Train Loss: 0.317808, Validation Loss: 0.326618
Iterations [4720/25500], Train Loss: 0.327171, Validation Loss: 0.351246
Iterations [4730/25500], Train Loss: 0.317674, Validation Loss: 0.334394
Iterations [4740/25500], Train Loss: 0.332022, Validation Loss: 0.334048
Iterations [4750/25500], Train Loss: 0.328022, Validation Loss: 0.315185
Iterations [4760/25500], Train Loss: 0.341445, Validation Loss: 0.330639
Iterations [4770/25500], Train Loss: 0.324214, Validation Loss: 0.324126
Iterations [4780/25500], Train Loss: 0.324537, Validation Loss: 0.344664
Iterations [4790/25500], Train Loss: 0.340724, Validation Loss: 0.312634
Iterations [4800/25500], Train Loss: 0.319272, Validation Loss: 0.341912
Iterations [4810/25500], Train Loss: 0.327342, Validation Loss: 0.330425
Iterations [4820/25500], Train Loss: 0.330104, Validation Loss: 0.321114
Iterations [4830/25500], Train Loss: 0.329105, Validation Loss: 0.332135
Iterations [4840/25500], Train Loss: 0.324964, Validation Loss: 0.339473
Iterations [4850/25500], Train Loss: 0.326674, Validation Loss: 0.319237
Iterations [4860/25500], Train Loss: 0.324384, Validation Loss: 0.313194
Iterations [4870/25500], Train Loss: 0.331601, Validation Loss: 0.308456
Iterations [4880/25500], Train Loss: 0.302835, Validation Loss: 0.303209
Iterations [4890/25500], Train Loss: 0.295174, Validation Loss: 0.303771
Iterations [4900/25500], Train Loss: 0.311689, Validation Loss: 0.315100
Iterations [4910/25500], Train Loss: 0.307607, Validation Loss: 0.320174
Iterations [4920/25500], Train Loss: 0.302890, Validation Loss: 0.336410
Iterations [4930/25500], Train Loss: 0.302033, Validation Loss: 0.295410
Iterations [4940/25500], Train Loss: 0.312672, Validation Loss: 0.339406
Iterations [4950/25500], Train Loss: 0.294487, Validation Loss: 0.304421
Iterations [4960/25500], Train Loss: 0.320047, Validation Loss: 0.305727
Iterations [4970/25500], Train Loss: 0.306864, Validation Loss: 0.313612
Iterations [4980/25500], Train Loss: 0.289180, Validation Loss: 0.316116
Iterations [4990/25500], Train Loss: 0.310713, Validation Loss: 0.318559
Iterations [5000/25500], Train Loss: 0.316752, Validation Loss: 0.323047
Iterations [5010/25500], Train Loss: 0.297714, Validation Loss: 0.310313
Iterations [5020/25500], Train Loss: 0.290761, Validation Loss: 0.317426
Iterations [5030/25500], Train Loss: 0.294765, Validation Loss: 0.319959
Iterations [5040/25500], Train Loss: 0.298104, Validation Loss: 0.303605
Iterations [5050/25500], Train Loss: 0.318219, Validation Loss: 0.318476
Iterations [5060/25500], Train Loss: 0.295093, Validation Loss: 0.288418
Iterations [5070/25500], Train Loss: 0.294230, Validation Loss: 0.301477
Iterations [5080/25500], Train Loss: 0.312803, Validation Loss: 0.302455
Iterations [5090/25500], Train Loss: 0.316949, Validation Loss: 0.301630
Iterations [5100/25500], Train Loss: 0.288880, Validation Loss: 0.296298
Iterations [5110/25500], Train Loss: 0.282727, Validation Loss: 0.308549
Iterations [5120/25500], Train Loss: 0.282066, Validation Loss: 0.305295
Iterations [5130/25500], Train Loss: 0.295505, Validation Loss: 0.293734
Iterations [5140/25500], Train Loss: 0.287614, Validation Loss: 0.294584
Iterations [5150/25500], Train Loss: 0.280247, Validation Loss: 0.302860
Iterations [5160/25500], Train Loss: 0.293084, Validation Loss: 0.300887
Iterations [5170/25500], Train Loss: 0.290698, Validation Loss: 0.310617
Iterations [5180/25500], Train Loss: 0.294886, Validation Loss: 0.291264
Iterations [5190/25500], Train Loss: 0.279976, Validation Loss: 0.306803
Iterations [5200/25500], Train Loss: 0.280893, Validation Loss: 0.287815
Iterations [5210/25500], Train Loss: 0.310517, Validation Loss: 0.282708
Iterations [5220/25500], Train Loss: 0.293589, Validation Loss: 0.288893
Iterations [5230/25500], Train Loss: 0.288769, Validation Loss: 0.307516
Iterations [5240/25500], Train Loss: 0.282214, Validation Loss: 0.286889
Iterations [5250/25500], Train Loss: 0.310590, Validation Loss: 0.298794
Iterations [5260/25500], Train Loss: 0.281935, Validation Loss: 0.285506
Iterations [5270/25500], Train Loss: 0.305654, Validation Loss: 0.291746
Iterations [5280/25500], Train Loss: 0.276192, Validation Loss: 0.315031
Iterations [5290/25500], Train Loss: 0.288660, Validation Loss: 0.270034
Iterations [5300/25500], Train Loss: 0.289446, Validation Loss: 0.295849
Iterations [5310/25500], Train Loss: 0.283415, Validation Loss: 0.294587
Iterations [5320/25500], Train Loss: 0.292311, Validation Loss: 0.276014
Iterations [5330/25500], Train Loss: 0.302345, Validation Loss: 0.297859
Iterations [5340/25500], Train Loss: 0.277730, Validation Loss: 0.269393
Iterations [5350/25500], Train Loss: 0.283268, Validation Loss: 0.279942
Iterations [5360/25500], Train Loss: 0.285268, Validation Loss: 0.309258
Iterations [5370/25500], Train Loss: 0.276001, Validation Loss: 0.258817
Iterations [5380/25500], Train Loss: 0.310534, Validation Loss: 0.306806
Iterations [5390/25500], Train Loss: 0.286446, Validation Loss: 0.258390
Iterations [5400/25500], Train Loss: 0.275880, Validation Loss: 0.269762
Iterations [5410/25500], Train Loss: 0.291143, Validation Loss: 0.270888
Iterations [5420/25500], Train Loss: 0.269125, Validation Loss: 0.301417
Iterations [5430/25500], Train Loss: 0.285748, Validation Loss: 0.272298
Iterations [5440/25500], Train Loss: 0.284965, Validation Loss: 0.278735
Iterations [5450/25500], Train Loss: 0.280523, Validation Loss: 0.289063
Iterations [5460/25500], Train Loss: 0.260835, Validation Loss: 0.283484
Iterations [5470/25500], Train Loss: 0.264943, Validation Loss: 0.277643
Iterations [5480/25500], Train Loss: 0.271067, Validation Loss: 0.262744
Iterations [5490/25500], Train Loss: 0.260468, Validation Loss: 0.273049
Iterations [5500/25500], Train Loss: 0.278346, Validation Loss: 0.284032
Iterations [5510/25500], Train Loss: 0.270123, Validation Loss: 0.271166
Iterations [5520/25500], Train Loss: 0.279341, Validation Loss: 0.301243
Iterations [5530/25500], Train Loss: 0.256593, Validation Loss: 0.277266
Iterations [5540/25500], Train Loss: 0.275684, Validation Loss: 0.252812
Iterations [5550/25500], Train Loss: 0.283725, Validation Loss: 0.270338
Iterations [5560/25500], Train Loss: 0.270913, Validation Loss: 0.263419
Iterations [5570/25500], Train Loss: 0.248945, Validation Loss: 0.261422
Iterations [5580/25500], Train Loss: 0.262814, Validation Loss: 0.278010
Iterations [5590/25500], Train Loss: 0.261966, Validation Loss: 0.285007
Iterations [5600/25500], Train Loss: 0.286699, Validation Loss: 0.263221
Iterations [5610/25500], Train Loss: 0.252481, Validation Loss: 0.275195
Iterations [5620/25500], Train Loss: 0.261692, Validation Loss: 0.259583
Iterations [5630/25500], Train Loss: 0.269100, Validation Loss: 0.282564
Iterations [5640/25500], Train Loss: 0.264967, Validation Loss: 0.250119
Iterations [5650/25500], Train Loss: 0.250108, Validation Loss: 0.278114
Iterations [5660/25500], Train Loss: 0.281046, Validation Loss: 0.272136
Iterations [5670/25500], Train Loss: 0.268344, Validation Loss: 0.254748
Iterations [5680/25500], Train Loss: 0.279363, Validation Loss: 0.262940
Iterations [5690/25500], Train Loss: 0.264620, Validation Loss: 0.284169
Iterations [5700/25500], Train Loss: 0.252388, Validation Loss: 0.262272
Iterations [5710/25500], Train Loss: 0.246880, Validation Loss: 0.256980
Iterations [5720/25500], Train Loss: 0.267964, Validation Loss: 0.261340
Iterations [5730/25500], Train Loss: 0.254138, Validation Loss: 0.267680
Iterations [5740/25500], Train Loss: 0.273046, Validation Loss: 0.270857
Iterations [5750/25500], Train Loss: 0.253473, Validation Loss: 0.264652
Iterations [5760/25500], Train Loss: 0.247148, Validation Loss: 0.259682
Iterations [5770/25500], Train Loss: 0.257257, Validation Loss: 0.241613
Iterations [5780/25500], Train Loss: 0.263585, Validation Loss: 0.267189
Iterations [5790/25500], Train Loss: 0.266729, Validation Loss: 0.243741
Iterations [5800/25500], Train Loss: 0.235963, Validation Loss: 0.281546
Iterations [5810/25500], Train Loss: 0.234300, Validation Loss: 0.252581
Iterations [5820/25500], Train Loss: 0.245001, Validation Loss: 0.268422
Iterations [5830/25500], Train Loss: 0.230409, Validation Loss: 0.254450
Iterations [5840/25500], Train Loss: 0.227091, Validation Loss: 0.262686
Iterations [5850/25500], Train Loss: 0.248513, Validation Loss: 0.249608
Iterations [5860/25500], Train Loss: 0.262671, Validation Loss: 0.259803
Iterations [5870/25500], Train Loss: 0.224206, Validation Loss: 0.224716
Iterations [5880/25500], Train Loss: 0.259020, Validation Loss: 0.261253
Iterations [5890/25500], Train Loss: 0.254113, Validation Loss: 0.251175
Iterations [5900/25500], Train Loss: 0.258637, Validation Loss: 0.249925
Iterations [5910/25500], Train Loss: 0.226468, Validation Loss: 0.260568
Iterations [5920/25500], Train Loss: 0.263929, Validation Loss: 0.244314
Iterations [5930/25500], Train Loss: 0.238927, Validation Loss: 0.241442
Iterations [5940/25500], Train Loss: 0.230602, Validation Loss: 0.246309
Iterations [5950/25500], Train Loss: 0.246625, Validation Loss: 0.247846
Iterations [5960/25500], Train Loss: 0.221676, Validation Loss: 0.221108
Iterations [5970/25500], Train Loss: 0.230703, Validation Loss: 0.243238
Iterations [5980/25500], Train Loss: 0.228321, Validation Loss: 0.249980
Iterations [5990/25500], Train Loss: 0.245725, Validation Loss: 0.266182
Iterations [6000/25500], Train Loss: 0.265498, Validation Loss: 0.231493
Iterations [6010/25500], Train Loss: 0.240741, Validation Loss: 0.237525
Iterations [6020/25500], Train Loss: 0.244812, Validation Loss: 0.231174
Iterations [6030/25500], Train Loss: 0.251568, Validation Loss: 0.232588
Iterations [6040/25500], Train Loss: 0.227071, Validation Loss: 0.246188
Iterations [6050/25500], Train Loss: 0.253973, Validation Loss: 0.242602
Iterations [6060/25500], Train Loss: 0.229972, Validation Loss: 0.242028
Iterations [6070/25500], Train Loss: 0.233124, Validation Loss: 0.243274
Iterations [6080/25500], Train Loss: 0.238483, Validation Loss: 0.255222
Iterations [6090/25500], Train Loss: 0.234987, Validation Loss: 0.234176
Iterations [6100/25500], Train Loss: 0.215979, Validation Loss: 0.242201
Iterations [6110/25500], Train Loss: 0.250914, Validation Loss: 0.222452
Iterations [6120/25500], Train Loss: 0.239367, Validation Loss: 0.222982
Iterations [6130/25500], Train Loss: 0.225027, Validation Loss: 0.233605
Iterations [6140/25500], Train Loss: 0.242994, Validation Loss: 0.217539
Iterations [6150/25500], Train Loss: 0.248060, Validation Loss: 0.226055
Iterations [6160/25500], Train Loss: 0.219005, Validation Loss: 0.247615
Iterations [6170/25500], Train Loss: 0.217409, Validation Loss: 0.231975
